Econòmic,Orgànic,Subprograma,Text subprograma,PREV. INICIAL,PREV.DEFINITIVA,LIQUIDAT,Any
42092,101,93219,Serveis d’ingressos,10,10,0,2013
42093,101,93219,Serveis d’ingressos,10,150489,150489,2013
42095,201,93219,Serveis d’ingressos,10,10,0,2013
42110,101,93219,Serveis d’ingressos,10,10,0,2013
42120,502,93219,Serveis d’ingressos,10,10,0,2013
42190,703,93219,Serveis d’ingressos,10,10,0,2013
45010,703,93219,Serveis d’ingressos,4250000,4250000,295303.21,2013
45030,801,93219,Serveis d’ingressos,14363513.33,14363513.33,9059435,2013
45040,201,93219,Serveis d’ingressos,22029250.68,22029250.68,21483322.67,2013
45041,201,93219,Serveis d’ingressos,3332433,3332433,3098092.72,2013
45042,201,93219,Serveis d’ingressos,4000000,4000000,3411191.43,2013
45043,201,93219,Serveis d’ingressos,2457490.38,2457490.38,2457470.38,2013
45044,201,93219,Serveis d’ingressos,2188852.25,2188852.25,1000000,2013
45045,201,93219,Serveis d’ingressos,10371739.05,10371739.05,14527768.18,2013
45047,201,93219,Serveis d’ingressos,2630874,2630874,1220557.52,2013
45048,201,93219,Serveis d’ingressos,0,0,46000,2013
45051,101,93219,Serveis d’ingressos,10,10,0,2013
45051,702,93219,Serveis d’ingressos,0,489250.52,489250.52,2013
